slugseason,nameteam,nameplayer,value
2020-21,San Antonio Spurs,Lonnie Walker,2892000
2021-22,San Antonio Spurs,Lonnie Walker,4447896
2022-23,San Antonio Spurs,Lonnie Walker,6311564
2020-21,San Antonio Spurs,Luka Samanic,2824320
2021-22,San Antonio Spurs,Luka Samanic,2959080
2022-23,San Antonio Spurs,Luka Samanic,4556983
2023-24,San Antonio Spurs,Luka Samanic,6498258
2020-21,San Antonio Spurs,Marquese Chriss,1824003
2020-21,San Antonio Spurs,Patty Mills,13535714
2021-22,San Antonio Spurs,Quinndary Weatherspoon,1669178
2020-21,San Antonio Spurs,Rudy Gay,14500000
2020-21,San Antonio Spurs,Tre Jones,898310
2021-22,San Antonio Spurs,Tre Jones,1517981
2022-23,San Antonio Spurs,Tre Jones,1782621
2023-24,San Antonio Spurs,Tre Jones,2228276
2020-21,San Antonio Spurs,Trey Lyles,5500000
2020-21,Toronto Raptors,Alex Len,2258000
2020-21,Toronto Raptors,Aron Baynes,7000000
2021-22,Toronto Raptors,Aron Baynes,7350000
2020-21,Toronto Raptors,Chris Boucher,6500000
2021-22,Toronto Raptors,Chris Boucher,7020000
2020-21,Toronto Raptors,DeAndre' Bembry,1737145
2021-22,Toronto Raptors,DeAndre' Bembry,1977011
2020-21,Toronto Raptors,Donta Hall,99020
2020-21,Toronto Raptors,Fred VanVleet,21250000
2021-22,Toronto Raptors,Fred VanVleet,19675926
2022-23,Toronto Raptors,Fred VanVleet,21250000
2023-24,Toronto Raptors,Fred VanVleet,22824074
2020-21,Toronto Raptors,Gary Trent Jr,1663861
2021-22,Toronto Raptors,Gary Trent Jr,2079826
2020-21,Toronto Raptors,Henry Ellenson,110998
2020-21,Toronto Raptors,Kyle Lowry,30500000
2020-21,Toronto Raptors,Malachi Flynn,1950600
2021-22,Toronto Raptors,Malachi Flynn,2048040
2022-23,Toronto Raptors,Malachi Flynn,2145720
2023-24,Toronto Raptors,Malachi Flynn,3873025
2024-25,Toronto Raptors,Malachi Flynn,5809538
2020-21,Toronto Raptors,OG Anunoby,3872215
2021-22,Toronto Raptors,OG Anunoby,16071429
2022-23,Toronto Raptors,OG Anunoby,17357143
2023-24,Toronto Raptors,OG Anunoby,18642857
2024-25,Toronto Raptors,OG Anunoby,19928571
2020-21,Toronto Raptors,Oshae Brissett,300000
2020-21,Toronto Raptors,Pascal Siakam,30559200
2021-22,Toronto Raptors,Pascal Siakam,33003936
2022-23,Toronto Raptors,Pascal Siakam,35448672
2023-24,Toronto Raptors,Pascal Siakam,37893408
2020-21,Toronto Raptors,Patrick McCaw,4000000
2020-21,Toronto Raptors,Paul Watson,1445697
2021-22,Toronto Raptors,Paul Watson,1701593
2022-23,Toronto Raptors,Paul Watson,2126991
2020-21,Toronto Raptors,Rodney Hood,10047450
2021-22,Toronto Raptors,Rodney Hood,10851246
2020-21,Toronto Raptors,Stanley Johnson,3804150
2020-21,Utah Jazz,Bojan Bogdanovic,17850000
2021-22,Utah Jazz,Bojan Bogdanovic,18700000
2022-23,Utah Jazz,Bojan Bogdanovic,19550000
2020-21,Utah Jazz,Derrick Favors,9258000
2021-22,Utah Jazz,Derrick Favors,9720900
2022-23,Utah Jazz,Derrick Favors,10183800
2020-21,Utah Jazz,Donovan Mitchell,5195501
2021-22,Utah Jazz,Donovan Mitchell,28103500
2022-23,Utah Jazz,Donovan Mitchell,30351780
2023-24,Utah Jazz,Donovan Mitchell,32600060
2024-25,Utah Jazz,Donovan Mitchell,34848340
2020-21,Utah Jazz,Elijah Hughes,898310
2021-22,Utah Jazz,Elijah Hughes,1517981
2022-23,Utah Jazz,Elijah Hughes,1919247
2020-21,Utah Jazz,Ersan Ilyasova,754783
2020-21,Utah Jazz,Georges Niang,1783557
2021-22,Utah Jazz,Jarrell Brantley,1669178
2020-21,Utah Jazz,Joe Ingles,10863637
2021-22,Utah Jazz,Joe Ingles,13036364
2020-21,Utah Jazz,Jordan Clarkson,11500000
2021-22,Utah Jazz,Jordan Clarkson,12420000
2022-23,Utah Jazz,Jordan Clarkson,13340000
2023-24,Utah Jazz,Jordan Clarkson,14260000
2020-21,Utah Jazz,Juwan Morgan,1517981
2021-22,Utah Jazz,Juwan Morgan,1897476
2020-21,Utah Jazz,Matt Thomas,1517981
2021-22,Utah Jazz,Matt Thomas,1782621
2022-23,Utah Jazz,Matt Thomas,2228276
2020-21,Utah Jazz,Mike Conley,34502132
2020-21,Utah Jazz,Miye Oni,1517981
2021-22,Utah Jazz,Miye Oni,1782621
2022-23,Utah Jazz,Miye Oni,2228276
2020-21,Utah Jazz,Royce O'Neale,8500000
2021-22,Utah Jazz,Royce O'Neale,8800000
2022-23,Utah Jazz,Royce O'Neale,9200000
2023-24,Utah Jazz,Royce O'Neale,9500000
2020-21,Utah Jazz,Rudy Gobert,27525281
2021-22,Utah Jazz,Rudy Gobert,35344828
2022-23,Utah Jazz,Rudy Gobert,38172414
2023-24,Utah Jazz,Rudy Gobert,41000000
2024-25,Utah Jazz,Rudy Gobert,43827586
2020-21,Utah Jazz,Shaquille Harrison,770433
2020-21,Utah Jazz,Udoka Azubuike,1977000
2021-22,Utah Jazz,Udoka Azubuike,2075880
2022-23,Utah Jazz,Udoka Azubuike,2174880
2023-24,Utah Jazz,Udoka Azubuike,3923484
2024-25,Utah Jazz,Udoka Azubuike,5818527
2020-21,Washington Wizards,Alex Len,1265372
2020-21,Washington Wizards,Anthony Gill,898310
2021-22,Washington Wizards,Anthony Gill,1517981
2022-23,Washington Wizards,Anthony Gill,1919247
2020-21,Washington Wizards,Anzejs Pasecniks,374297
2020-21,Washington Wizards,Bradley Beal,28751774
2021-22,Washington Wizards,Bradley Beal,33724200
2022-23,Washington Wizards,Bradley Beal,36422136
2020-21,Washington Wizards,Chandler Hutchison,2443440
2021-22,Washington Wizards,Chandler Hutchison,4019459
2022-23,Washington Wizards,Chandler Hutchison,5820177
2020-21,Washington Wizards,Daniel Gafford,1517981
2021-22,Washington Wizards,Daniel Gafford,1782621
2022-23,Washington Wizards,Daniel Gafford,1930681
2020-21,Washington Wizards,Davis Bertans,15000000
2021-22,Washington Wizards,Davis Bertans,16000000
2022-23,Washington Wizards,Davis Bertans,16000000
2023-24,Washington Wizards,Davis Bertans,17000000
2024-25,Washington Wizards,Davis Bertans,16000000
2020-21,Washington Wizards,Deni Avdija,4469160
2021-22,Washington Wizards,Deni Avdija,4692840
2022-23,Washington Wizards,Deni Avdija,4916160
2023-24,Washington Wizards,Deni Avdija,6263188
2024-25,Washington Wizards,Deni Avdija,8486620
2021-22,Washington Wizards,Garrison Mathews,1669178
2020-21,Washington Wizards,Isaac Bonga,1663861
2021-22,Washington Wizards,Isaac Bonga,2079826
2020-21,Washington Wizards,Ish Smith,6000000
2020-21,Washington Wizards,Jerome Robinson,3737520
2020-21,Washington Wizards,Jordan Bell,110998
2020-21,Washington Wizards,Raul Neto,1620564
2020-21,Washington Wizards,Robin Lopez,7300000
2020-21,Washington Wizards,Rui Hachimura,4692840
2021-22,Washington Wizards,Rui Hachimura,4916160
2022-23,Washington Wizards,Rui Hachimura,6263188
2023-24,Washington Wizards,Rui Hachimura,8486620
2020-21,Washington Wizards,Russell Westbrook,41358814
2021-22,Washington Wizards,Russell Westbrook,44211146
2022-23,Washington Wizards,Russell Westbrook,47063478
2020-21,Washington Wizards,Thomas Bryant,8333333
2021-22,Washington Wizards,Thomas Bryant,8666667
