official_id,first_name,last_name,game_id
1192,Bennett,Salvatore,20300109
2002,Derrick,Collins,20300103
1150,Jimmy,Clark,20300103
1195,Derrick,Stafford,20300103
1199,Tom,Washington,20300106
1826,Jess,Kersey,20300106
2531,Troy,Raymond,20300106
1153,Joe,Crawford,20300108
1189,Phil,Robinson,20300108
1193,Michael,Smith,20300108
1162,Scott,Foster,20300107
1147,Mike,Callahan,20300107
1664,Gary,Zielinski,20300107
1185,Violet,Palmer,20300104
2001,Jason,Phillips,20300104
1154,Bob,Delaney,20300104
1160,Nolan,Fine,20300105
2003,Pat,Fraher,20300105
1174,Ken,Mauer,20300105
1164,Ron,Garretson,20300111
2529,Tony,Brown,20300111
1156,Tim,Donaghy,20300111
1664,Gary,Zielinski,20300112
1147,Mike,Callahan,20300112
1184,Ron,Olesiak,20300112
1165,Luis,Grillo,20300114
2147,Michael,Henderson,20300114
1152,Dan,Crawford,20300114
1189,Phil,Robinson,20300113
1193,Michael,Smith,20300113
1153,Joe,Crawford,20300113
