id,first_name,last_name,player_slug,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,playercode,from_year,to_year,draft_year,draft_round,draft_number,pts,ast,reb,all_star_appearances,pie
1517,Bobby,Jackson,bobby-jackson,USA,Minnesota/USA,73.0,185.0,12,24,Guard,Inactive,1610612758,Kings,SAC,Sacramento,bobby_jackson,1997,2008,1997,1,23,9.7,2.6,3.1,0.0,
202132,Cedric,Jackson,cedric-jackson,USA,Cleveland State/USA,75.0,190.0,1,9,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,cedric_jackson,2009,2009,Undrafted,Undrafted,Undrafted,1.7,1.2,0.7,0.0,
201616,Darnell,Jackson,darnell-jackson,USA,Kansas/USA,81.0,253.0,3,41,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,darnell_jackson,2008,2010,2008,2,52,2.2,0.2,1.5,0.0,
1627743,Demetrius,Jackson,demetrius-jackson,USA,Notre Dame/USA,73.0,201.0,3,,Guard,Inactive,0,,,,demetrius_jackson,2016,2018,2016,2,45,1.8,0.7,0.7,0.0,
1628402,Frank,Jackson,frank-jackson,USA,Duke/USA,75.0,205.0,2,5,Guard,Active,1610612765,Pistons,DET,Detroit,frank_jackson,2017,2020,2017,2,31,5.2,0.8,1.4,,0.08
1114,Jaren,Jackson,jaren-jackson,USA,Georgetown/USA,78.0,225.0,11,2,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,jaren_jackson,1989,2001,Undrafted,Undrafted,Undrafted,5.5,1.2,1.8,0.0,
1983,Jermaine,Jackson,jermaine-jackson,USA,Detroit/USA,77.0,204.0,5,5,Guard,Inactive,1610612761,Raptors,TOR,Toronto,jermaine_jackson,1999,2005,Undrafted,Undrafted,Undrafted,1.9,1.4,1.1,0.0,
1628367,Josh,Jackson,josh-jackson,USA,Kansas/USA,80.0,207.0,3,20,Guard-Forward,Active,1610612765,Pistons,DET,Detroit,josh_jackson,2017,2020,2017,1,4,13.2,2.1,4.2,,0.085
1628382,Justin,Jackson,justin-jackson,USA,North Carolina/USA,80.0,220.0,3,44,Forward,Active,1610612760,Thunder,OKC,Oklahoma City,justin_jackson,2017,2020,2017,1,15,7.0,1.5,2.2,,0.08
2739,Luke,Jackson,luke-jackson,USA,Oregon/USA,79.0,215.0,4,,Forward-Guard,Inactive,0,,,,luke_jackson,2004,2007,2004,1,10,3.5,0.8,1.2,0.0,
1531,Marc,Jackson,marc-jackson,USA,Temple/USA,82.0,253.0,7,44,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,marc_jackson,2000,2006,1997,2,37,8.4,0.8,4.3,0.0,
203510,Pierre,Jackson,pierre-jackson,USA,Baylor/USA,70.0,180.0,0,,Guard,Inactive,0,,,,pierre_jackson,2016,2016,2013,2,42,3.9,2.1,1.0,0.0,
1872,Randell,Jackson,randell-jackson,USA,Florida State/USA,83.0,215.0,1,,Forward,Inactive,0,,,,randell_jackson,1998,1999,1999,None,None,4.1,0.3,1.9,0.0,
202704,Reggie,Jackson,reggie-jackson,USA,Boston College/USA,74.0,208.0,9,1,Guard,Active,1610612746,Clippers,LAC,LA,reggie_jackson,2011,2020,2011,1,24,8.7,2.8,2.6,,0.082
77109,Stanley,Jackson,stanley-jackson,USA,Alabama-Birmingham/USA,75.0,185.0,0,7,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,HISTADD_stanley_jackson,1993,1993,Undrafted,Undrafted,Undrafted,2.2,0.9,1.6,0.0,
1536,Stephen,Jackson,stephen-jackson,USA,Butler C.C. (KS)/USA,80.0,220.0,13,,Guard-Forward,Inactive,0,,,,stephen_jackson,2000,2013,1997,2,42,15.1,3.1,3.9,0.0,
1628991,Jaren,Jackson Jr.,jaren-jackson-jr,USA,Michigan State/USA,83.0,242.0,2,13,Forward-Center,Active,1610612763,Grizzlies,MEM,Memphis,jaren_jackson_jr,2018,2020,2018,1,4,17.4,1.4,4.6,,0.089
77112,Winfred,Jacobs,winfred-jacobs,USA,Denver/USA,75.0,175.0,0,,Forward,Inactive,1610610034,Bombers,BOM,St. Louis,HISTADD_fred_jacobs,1946,1946,Undrafted,Undrafted,Undrafted,2.8,0.3,,0.0,
2418,Casey,Jacobsen,casey-jacobsen,USA,Stanford/USA,78.0,215.0,4,23,Guard,Inactive,1610612756,Suns,PHX,Phoenix,casey_jacobsen,2002,2007,2002,1,22,5.2,1.1,1.8,0.0,
1734,Sam,Jacobson,sam-jacobson,USA,Minnesota/USA,,,2,,Guard,Inactive,0,,,,sam_jacobson,1998,2000,1998,1,26,4.2,0.5,1.2,0.0,
203108,Bernard,James,bernard-james,USA,Florida State/USA,82.0,235.0,2,55,Center,Inactive,1610612742,Mavericks,DAL,Dallas,bernard_james,2012,2014,2012,2,33,2.2,0.1,2.3,0.0,
202345,Damion,James,damion-james,USA,Texas/USA,79.0,225.0,3,7,Forward,Inactive,1610612751,Nets,BKN,Brooklyn,damion_james,2010,2013,2010,1,24,3.8,0.7,3.4,0.0,
77116,Gene,James,gene-james,USA,Marshall/USA,76.0,180.0,2,,Forward,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_goose_james,1948,1950,Undrafted,Undrafted,Undrafted,3.4,1.1,2.9,0.0,
1080,Henry,James,henry-james,USA,St. Mary's (TX)/USA,80.0,220.0,6,,Forward,Inactive,0,,,,henry_james,1990,1997,Undrafted,Undrafted,Undrafted,6.1,0.4,1.5,0.0,
1744,Jerome,James,jerome-james,USA,Florida A&M/USA,85.0,285.0,9,31,Center,Inactive,1610612760,SuperSonics,SEA,Seattle,jerome_james,1998,2008,1998,2,36,4.3,0.3,3.1,0.0,
1629713,Justin,James,justin-james,USA,Wyoming/USA,79.0,190.0,1,10,Guard-Forward,Active,1610612758,Kings,SAC,Sacramento,justin_james,2019,2020,2019,2,40,2.1,0.5,0.5,,0.051
2544,LeBron,James,lebron-james,USA,St. Vincent-St. Mary HS (OH)/USA,81.0,250.0,17,23,Forward,Active,1610612747,Lakers,LAL,Los Angeles,lebron_james,2003,2020,2003,1,1,25.4,7.9,7.9,,0.194
2229,Mike,James,mike-james,USA,Duquesne/USA,74.0,188.0,11,8,Guard,Inactive,1610612748,Heat,MIA,Miami,mike_james,2001,2013,Undrafted,Undrafted,Undrafted,9.9,3.5,2.2,0.0,
1628455,Mike,James,mike-james,USA,Lamar/USA,73.0,195.0,0,,Guard,Inactive,0,,,,mike_james,2017,2017,Undrafted,Undrafted,Undrafted,9.3,3.5,2.5,0.0,
1906,Tim,James,tim-james,USA,Miami/USA,79.0,214.0,3,25,Forward,Inactive,1610612766,Hornets,CHH,Charlotte,tim_james,1999,2002,1999,1,25,1.6,0.3,1.1,0.0,
1712,Antawn,Jamison,antawn-jamison,USA,North Carolina/USA,81.0,235.0,15,,Forward,Inactive,0,,,,antawn_jamison,1998,2013,1998,1,4,18.5,1.6,7.5,2.0,
1942,Harold,Jamison,harold-jamison,USA,Clemson/USA,81.0,269.0,2,40,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,harold_jamison,1999,2002,Undrafted,Undrafted,Undrafted,1.9,0.3,1.6,0.0,
77120,John,Janisch,john-janisch,USA,Valparaiso/USA,75.0,200.0,1,,Forward,Inactive,1610610028,Falcons,DEF,Detroit,HISTADD_john_janisch,1946,1947,Undrafted,Undrafted,Undrafted,10.5,0.7,,0.0,
77122,Howie,Janotta,howie-janotta,USA,Seton Hall/USA,75.0,185.0,0,,Forward,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_howie_janotta,1949,1949,Undrafted,Undrafted,Undrafted,3.4,0.4,,0.0,
2060,Marko,Jaric,marko-jaric,Serbia,Virtus Bologna/Serbia,79.0,224.0,7,55,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,marko_jaric,2002,2008,2000,2,30,7.1,3.6,2.7,0.0,
77123,Tony,Jaros,tony-jaros,USA,Minnesota/USA,75.0,185.0,3,13,Forward,Inactive,1610612747,Lakers,MNL,Minneapolis,HISTADD_tony_jaros,1946,1950,Undrafted,Undrafted,Undrafted,5.4,0.9,2.1,0.0,
101180,Sarunas,Jasikevicius,sarunas-jasikevicius,Lithuania,Maryland/Lithuania,,,2,,,Inactive,0,,,,sarunas_jasikevicius,2005,2007,Undrafted,Undrafted,Undrafted,6.8,2.9,1.6,0.0,
201605,Nathan,Jawai,nathan-jawai,Australia,Midland (Texas)/Australia,82.0,280.0,2,15,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,nathan_jawai,2008,2009,2008,2,41,2.8,0.5,2.4,0.0,
77125,Buddy,Jeannette,buddy-jeannette,USA,Washington & Jefferson/USA,71.0,175.0,2,,Guard,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_buddy_jeannette,1947,1949,Undrafted,Undrafted,Undrafted,7.2,2.1,,0.0,
77126,Abdul,Jeelani,abdul-jeelani,USA,Wisconsin-Parkside/USA,80.0,210.0,1,11,Forward,Inactive,1610612757,Trail Blazers,POR,Portland,HISTADD_formerlygarycole_jeelani,1979,1980,Undrafted,Undrafted,Undrafted,9.0,1.1,3.5,0.0,
2423,Chris,Jefferies,chris-jefferies,USA,Fresno State/USA,80.0,230.0,2,6,Forward,Inactive,1610612761,Raptors,TOR,Toronto,chris_jefferies,2002,2003,2002,1,27,3.9,0.4,1.2,0.0,
201785,Othyus,Jeffers,othyus-jeffers,USA,Robert Morris-Chicago/USA,77.0,210.0,2,0,Guard-Forward,Inactive,1610612764,Wizards,WAS,Washington,othyus_jeffers,2009,2013,Undrafted,Undrafted,Undrafted,3.8,0.6,2.6,0.0,
2744,Al,Jefferson,al-jefferson,USA,Prentiss HS (MS)/USA,82.0,280.0,13,25,Center,Inactive,1610612762,Jazz,UTA,Utah,al_jefferson,2004,2017,2004,1,15,15.7,1.5,8.4,0.0,
1628518,Amile,Jefferson,amile-jefferson,USA,Duke/USA,81.0,222.0,2,,Forward,Inactive,0,,,,amile_jefferson,2017,2019,2017,None,None,1.4,0.2,1.5,0.0,
203928,Cory,Jefferson,cory-jefferson,USA,Baylor/USA,81.0,218.0,2,,Forward,Inactive,0,,,,cory_jefferson,2014,2015,2014,2,60,3.5,0.3,2.8,0.0,
200971,Dontell,Jefferson,dontell-jefferson,USA,Arkansas/USA,77.0,195.0,1,2,Guard,Inactive,1610612766,Bobcats,CHA,Charlotte,dontell_jefferson,2008,2008,Undrafted,Undrafted,Undrafted,4.8,1.5,2.0,0.0,
2210,Richard,Jefferson,richard-jefferson,USA,Arizona/USA,79.0,233.0,17,22,Forward,Inactive,1610612743,Nuggets,DEN,Denver,richard_jefferson,2001,2017,2001,1,13,12.6,2.0,4.0,0.0,
1629610,DaQuan,Jeffries,daquan-jeffries,USA,Tulsa/USA,77.0,230.0,1,19,Guard-Forward,Active,1610612758,Kings,SAC,Sacramento,daquan_jeffries,2019,2020,Undrafted,Undrafted,Undrafted,3.9,0.3,1.6,,0.036
2407,Jared,Jeffries,jared-jeffries,USA,Indiana/USA,83.0,240.0,11,1,Forward,Inactive,1610612752,Knicks,NYK,New York,jared_jeffries,2002,2012,2002,1,11,4.8,1.3,4.1,0.0,
202724,Charles,Jenkins,charles-jenkins,USA,Hofstra/USA,75.0,215.0,2,31,Guard,Inactive,1610612744,Warriors,GSW,Golden State,charles_jenkins,2011,2012,2011,2,44,3.7,1.9,0.9,0.0,
2798,Horace,Jenkins,horace-jenkins,USA,William Paterson/USA,73.0,180.0,1,5,Guard,Inactive,1610612765,Pistons,DET,Detroit,horace_jenkins,2004,2004,Undrafted,Undrafted,Undrafted,2.8,0.6,0.6,0.0,
203098,John,Jenkins,john-jenkins,USA,Vanderbilt/USA,76.0,215.0,6,30,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,john_jenkins,2012,2018,2012,1,23,5.0,0.8,1.5,0.0,
201943,Brandon,Jennings,brandon-jennings,USA,Virtus Roma/USA,73.0,170.0,8,11,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,brandon_jennings,2009,2017,2009,1,10,14.1,5.7,3.0,0.0,
24,Keith,Jennings,keith-jennings,USA,East Tennessee State/USA,67.0,160.0,2,2,Guard,Inactive,1610612744,Warriors,GOS,Golden State,keith_jennings,1992,1994,Undrafted,Undrafted,Undrafted,6.6,3.7,1.5,0.0,
1137,Chris,Jent,chris-jent,USA,Ohio State/USA,79.0,220.0,1,,Forward,Inactive,0,,,,chris_jent,1993,1996,Undrafted,Undrafted,Undrafted,6.2,1.3,2.7,0.0,
201973,Jonas,Jerebko,jonas-jerebko,Sweden,Angelico Biella/Sweden,82.0,231.0,9,21,Forward,Inactive,1610612744,Warriors,GSW,Golden State,jonas_jerebko,2009,2018,2009,2,39,6.2,0.8,4.0,0.0,
1629660,Ty,Jerome,ty-jerome,USA,Virginia/USA,77.0,195.0,1,16,Guard-Forward,Active,1610612760,Thunder,OKC,Oklahoma City,ty_jerome,2019,2020,2019,1,24,9.9,3.6,3.5,,0.091
201998,Curtis,Jerrells,curtis-jerrells,USA,Baylor/USA,73.0,195.0,0,5,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,curtis_jerrells,2009,2009,Undrafted,Undrafted,Undrafted,,,,,
203511,Grant,Jerrett,grant-jerrett,USA,Arizona/USA,82.0,232.0,1,17,Forward,Inactive,1610612760,Thunder,OKC,Oklahoma City,grant_jerrett,2013,2014,2013,2,40,2.0,0.4,1.1,0.0,
200817,Pooh,Jeter,pooh-jeter,USA,Portland/USA,71.0,175.0,1,5,Guard,Inactive,1610612758,Kings,SAC,Sacramento,pooh_jeter,2010,2010,Undrafted,Undrafted,Undrafted,4.1,2.6,1.1,0.0,
2639,Britton,Johnsen,britton-johnsen,USA,Utah/USA,82.0,210.0,1,,Forward,Inactive,0,,,,britton_johnsen,2003,2004,Undrafted,Undrafted,Undrafted,2.1,0.6,2.1,0.0,
200792,Alexander,Johnson,alexander-johnson,USA,Florida State/USA,81.0,240.0,3,30,Forward,Inactive,1610612763,Grizzlies,MEM,Memphis,alexander_johnson,2006,2009,2006,2,45,4.3,0.3,2.7,0.0,
1628993,Alize,Johnson,alize-johnson,USA,Missouri State/USA,79.0,212.0,2,12,Forward,Active,1610612751,Nets,BKN,Brooklyn,alize_johnson,2018,2020,2018,2,50,2.0,0.4,2.8,,0.098
101161,Amir,Johnson,amir-johnson,USA,No College/USA,81.0,240.0,14,5,Center-Forward,Inactive,1610612755,76ers,PHI,Philadelphia,amir_johnson,2005,2018,2005,2,56,7.0,1.2,5.4,0.0,
77131,Andy,Johnson,andy-johnson,USA,Portland/USA,77.0,215.0,3,12,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_andy_johnson,1958,1961,Undrafted,Undrafted,Undrafted,9.8,2.3,4.1,0.0,
1533,Anthony,Johnson,anthony-johnson,USA,College of Charleston/USA,75.0,195.0,13,8,Guard,Inactive,1610612754,Pacers,IND,Indiana,anthony_johnson,1997,2009,1997,2,39,5.6,2.9,1.7,0.0,
202356,Armon,Johnson,armon-johnson,USA,Nevada-Reno/USA,75.0,195.0,2,7,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,armon_johnson,2010,2011,2010,2,34,3.3,1.2,1.0,0.0,
77132,Arnie,Johnson,arnie-johnson,USA,Bemidji State/USA,77.0,236.0,4,12,Forward,Inactive,1610612758,Royals,ROC,Rochester,HISTADD_arnie_johnson,1948,1952,Undrafted,Undrafted,Undrafted,8.7,2.2,6.2,0.0,
422,Avery,Johnson,avery-johnson,USA,Southern/USA,71.0,185.0,16,6,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,avery_johnson,1988,2003,Undrafted,Undrafted,Undrafted,8.4,5.5,1.7,0.0,
1629168,BJ,Johnson,bj-johnson,USA,La Salle/USA,79.0,200.0,2,13,Forward,Inactive,1610612753,Magic,ORL,Orlando,bj_johnson,2018,2019,Undrafted,Undrafted,Undrafted,3.1,0.2,1.4,0.0,
1627744,Brice,Johnson,brice-johnson,USA,North Carolina/USA,82.0,230.0,1,,Forward,Inactive,0,,,,brice_johnson,2016,2017,2016,1,25,2.2,0.1,1.6,0.0,
1629661,Cameron,Johnson,cameron-johnson,USA,North Carolina/USA,80.0,210.0,1,23,Forward,Active,1610612756,Suns,PHX,Phoenix,cameron_johnson,2019,2020,2019,1,11,10.3,1.4,3.3,,0.09
201291,Carldell,Johnson,carldell-johnson,USA,Alabama-Birmingham/USA,70.0,180.0,1,,Guard,Inactive,0,,,,carldell_johnson,2011,2011,Undrafted,Undrafted,Undrafted,1.8,1.5,0.6,0.0,
202419,Chris,Johnson,chris-johnson,USA,Louisiana State/USA,83.0,210.0,3,20,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,chris_johnson,2010,2012,Undrafted,Undrafted,Undrafted,2.9,0.2,1.9,0.0,
203187,Chris,Johnson,chris-johnson,USA,Dayton/USA,78.0,206.0,4,23,Forward,Inactive,1610612762,Jazz,UTA,Utah,chris_johnson,2012,2015,Undrafted,Undrafted,Undrafted,4.4,0.6,2.0,0.0,
1626177,Dakari,Johnson,dakari-johnson,USA,Kentucky/USA,84.0,255.0,0,44,Center,Inactive,1610612760,Thunder,OKC,Oklahoma City,dakari_johnson,2017,2017,2015,2,48,1.8,0.3,1.1,0.0,
77139,David,Johnson,david-johnson,USA,Huntington/USA,71.0,170.0,3,5,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,HISTADD_boag_johnson,1949,1952,Undrafted,Undrafted,Undrafted,8.4,2.8,3.6,0.0,
1746,DeMarco,Johnson,demarco-johnson,USA,North Carolina-Charlotte/USA,81.0,245.0,0,,Forward,Inactive,0,,,,demarco_johnson,1999,1999,1998,2,38,1.2,0.0,1.4,0.0,
2035,DerMarr,Johnson,dermarr-johnson,USA,Cincinnati/USA,81.0,210.0,7,1,Forward-Guard,Inactive,1610612743,Nuggets,DEN,Denver,dermarr_johnson,2000,2007,2000,1,6,6.2,0.9,2.2,0.0,
77145,Eric,Johnson,eric-johnson,USA,Nebraska/USA,74.0,205.0,0,15,Guard,Inactive,1610612762,Jazz,UTA,Utah,HISTADD_eric_johnson,1989,1989,Undrafted,Undrafted,Undrafted,1.1,1.3,0.6,0.0,
77151,Harold,Johnson,harold-johnson,USA,Indiana State/USA,78.0,240.0,0,,Center,Inactive,1610610028,Falcons,DEF,Detroit,HISTADD_harold_johnson,1946,1946,Undrafted,Undrafted,Undrafted,0.6,0.4,,0.0,
201274,Ivan,Johnson,ivan-johnson,USA,California State-San Bernardino/USA,80.0,255.0,2,44,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,ivan_johnson,2011,2012,Undrafted,Undrafted,Undrafted,6.5,0.6,3.9,0.0,
202707,JaJuan,Johnson,jajuan-johnson,USA,Purdue/USA,82.0,221.0,1,12,Forward,Inactive,1610612738,Celtics,BOS,Boston,jajuan_johnson,2011,2011,2011,1,27,3.2,0.2,1.6,0.0,
201949,James,Johnson,james-johnson,USA,Wake Forest/USA,79.0,240.0,11,16,Forward,Active,1610612742,Mavericks,DAL,Dallas,james_johnson,2009,2020,2009,1,16,5.7,1.7,3.0,,0.077
2207,Joe,Johnson,joe-johnson,USA,Arkansas/USA,79.0,240.0,17,7,Guard-Forward,Inactive,1610612737,Hawks,ATL,Atlanta,joe_johnson,2001,2017,2001,1,10,16.0,3.9,4.0,6.0,
1629640,Keldon,Johnson,keldon-johnson,USA,Kentucky/USA,77.0,220.0,1,3,Forward-Guard,Active,1610612759,Spurs,SAS,San Antonio,keldon_johnson,2019,2020,2019,1,29,13.9,2.0,6.5,,0.1
2256,Ken,Johnson,ken-johnson,USA,Ohio State/USA,82.0,240.0,1,54,Center-Forward,Inactive,1610612748,Heat,MIA,Miami,ken_johnson,2002,2002,2001,2,48,2.0,0.0,2.0,0.0,
2669,Linton,Johnson,linton-johnson,USA,Tulane/USA,80.0,205.0,6,54,Forward,Inactive,1610612740,Hornets,NOK,New Orleans/Oklahoma City,linton_johnson,2003,2008,Undrafted,Undrafted,Undrafted,3.9,0.4,3.3,0.0,
203910,Nick,Johnson,nick-johnson,USA,Arizona/USA,75.0,202.0,1,3,Guard,Inactive,1610612745,Rockets,HOU,Houston,nick_johnson,2014,2014,2014,2,42,2.6,0.4,1.4,0.0,
204179,Omari,Johnson,omari-johnson,Jamaica,Oregon State/Jamaica,81.0,220.0,1,,Forward,Inactive,0,,,,omari_johnson,2017,2017,Undrafted,Undrafted,Undrafted,5.5,1.8,2.8,0.0,
203111,Orlando,Johnson,orlando-johnson,USA,California-Santa Barbara/USA,77.0,220.0,3,,Guard,Inactive,0,,,,orlando_johnson,2012,2015,2012,2,36,3.2,0.7,1.7,0.0,
1626169,Stanley,Johnson,stanley-johnson,USA,Arizona/USA,78.0,242.0,5,5,Forward-Guard,Active,1610612761,Raptors,TOR,Toronto,stanley_johnson,2015,2020,2015,1,8,2.9,1.2,2.2,,0.047
201234,Trey,Johnson,trey-johnson,USA,Jackson State/USA,77.0,215.0,2,,Guard,Inactive,0,,,,trey_johnson,2008,2011,Undrafted,Undrafted,Undrafted,2.6,0.7,0.9,0.0,
204020,Tyler,Johnson,tyler-johnson,USA,Fresno State/USA,75.0,186.0,6,10,Guard,Active,1610612751,Nets,BKN,Brooklyn,tyler_johnson,2014,2020,Undrafted,Undrafted,Undrafted,5.2,0.9,1.8,,0.065
202325,Wesley,Johnson,wesley-johnson,USA,Syracuse/USA,79.0,215.0,9,4,Forward-Guard,Inactive,1610612764,Wizards,WAS,Washington,wesley_johnson,2010,2018,2010,1,4,7.0,1.1,3.2,0.0,
203130,Darius,Johnson-Odom,darius-johnson-odom,USA,Marquette/USA,74.0,215.0,2,,Guard,Inactive,0,,,,darius_johnson-odom,2012,2013,2012,2,55,0.0,0.3,0.9,0.0,
77169,Neil,Johnston,neil-johnston,USA,Ohio State/USA,80.0,210.0,7,6,Center,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_neil_johnston,1951,1958,Undrafted,Undrafted,Undrafted,19.4,2.5,11.3,6.0,
203999,Nikola,Jokic,nikola-jokic,Serbia,Mega Basket/Serbia,83.0,284.0,5,15,Center,Active,1610612743,Nuggets,DEN,Denver,nikola_jokic,2015,2020,2014,2,41,27.1,8.6,11.3,,0.205
2264,Alvin,Jones,alvin-jones,USA,Georgia Tech/USA,83.0,265.0,1,42,Center,Inactive,1610612755,76ers,PHI,Philadelphia,alvin_jones,2001,2002,2001,2,56,1.1,0.1,1.6,0.0,
77174,Askia,Jones,askia-jones,USA,Kansas State/USA,77.0,200.0,0,2,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,HISTADD_askia_jones,1994,1994,Undrafted,Undrafted,Undrafted,4.1,1.5,1.0,0.0,
200784,Bobby,Jones,bobby-jones,USA,Washington/USA,79.0,215.0,2,11,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,bobby_jones,2006,2007,2006,2,37,3.2,0.5,1.6,0.0,
1869,Charles R.,Jones,charles-r-jones,USA,Long Island-Brooklyn/USA,75.0,180.0,1,2,Guard,Inactive,1610612746,Clippers,LAC,Los Angeles,charles r._jones,1998,1999,Undrafted,Undrafted,Undrafted,3.5,1.6,1.2,0.0,
2563,Dahntay,Jones,dahntay-jones,USA,Duke/USA,78.0,225.0,13,30,Guard-Forward,Inactive,1610612763,Grizzlies,MEM,Memphis,dahntay_jones,2003,2016,2003,1,20,5.4,0.8,1.7,0.0,
1627745,Damian,Jones,damian-jones,USA,Vanderbilt/USA,83.0,245.0,4,,Center,Inactive,0,,,,damian_jones,2016,2020,2016,1,30,3.0,0.2,2.0,,0.062
1800,Damon,Jones,damon-jones,USA,Houston/USA,75.0,195.0,11,19,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,damon_jones,1998,2008,Undrafted,Undrafted,Undrafted,6.6,2.7,1.6,0.0,
203199,DeQuan,Jones,dequan-jones,USA,Miami/USA,80.0,221.0,1,20,Forward,Inactive,1610612753,Magic,ORL,Orlando,dequan_jones,2012,2012,Undrafted,Undrafted,Undrafted,3.7,0.3,1.7,0.0,
202346,Dominique,Jones,dominique-jones,USA,South Florida/USA,77.0,215.0,2,,Guard,Inactive,0,,,,dominique_jones,2010,2012,2010,1,25,3.1,1.8,1.4,0.0,
963,Dontae',Jones,dontae-jones,USA,Mississippi State/USA,80.0,220.0,0,13,Forward,Inactive,1610612738,Celtics,BOS,Boston,dontae'_jones,1997,1997,1996,1,21,2.9,0.3,0.6,0.0,
101204,Dwayne,Jones,dwayne-jones,USA,St. Joseph's (PA)/USA,83.0,248.0,6,27,Forward-Center,Inactive,1610612739,Cavaliers,CLE,Cleveland,dwayne_jones,2005,2012,Undrafted,Undrafted,Undrafted,1.3,0.1,2.3,0.0,
2410,Fred,Jones,fred-jones,USA,Oregon/USA,74.0,225.0,7,2,Guard,Inactive,1610612754,Pacers,IND,Indiana,fred_jones,2002,2008,2002,1,14,7.5,2.3,2.2,0.0,
1627883,Jalen,Jones,jalen-jones,USA,Texas A&M/USA,79.0,220.0,2,,Forward,Inactive,0,,,,jalen_jones,2017,2018,Undrafted,Undrafted,Undrafted,4.8,0.3,2.3,0.0,
2592,James,Jones,james-jones,USA,Miami/USA,80.0,218.0,14,1,Guard-Forward,Inactive,1610612748,Heat,MIA,Miami,james_jones,2003,2016,2003,2,49,5.2,0.5,1.8,0.0,
1629203,Jemerrio,Jones,jemerrio-jones,USA,New Mexico State/USA,77.0,174.0,1,10,Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,jemerrio_jones,2018,2018,2018,None,None,4.5,2.2,8.2,0.0,
77187,Johnny,Jones,johnny-jones,USA,California State-Los Angeles/USA,79.0,205.0,0,27,Forward,Inactive,1610612738,Celtics,BOS,Boston,HISTADD_johnny_jones,1967,1967,Undrafted,Undrafted,Undrafted,4.2,0.5,2.2,0.0,
1908,Jumaine,Jones,jumaine-jones,USA,Georgia/USA,80.0,230.0,8,20,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,jumaine_jones,1999,2006,1999,1,27,7.1,0.9,4.2,0.0,
203158,Kevin,Jones,kevin-jones,USA,West Virginia/USA,80.0,260.0,1,5,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,kevin_jones,2012,2012,Undrafted,Undrafted,Undrafted,3.0,0.3,2.4,0.0,
77194,Robin,Jones,robin-jones,USA,St. Louis/USA,81.0,225.0,1,34,Center,Inactive,1610612757,Trail Blazers,POR,Portland,HISTADD_robin_jones,1976,1977,Undrafted,Undrafted,Undrafted,4.9,1.1,4.1,0.0,
200780,Solomon,Jones,solomon-jones,USA,South Florida/USA,82.0,235.0,7,,Forward,Inactive,0,,,,solomon_jones,2006,2013,2006,2,33,3.0,0.4,2.3,0.0,
77197,Steve,Jones,steve-jones,USA,Oregon/USA,77.0,205.0,0,23,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,HISTADD_snapper_jones,1975,1975,Undrafted,Undrafted,Undrafted,6.5,1.0,1.2,0.0,
203093,Terrence,Jones,terrence-jones,USA,Kentucky/USA,81.0,252.0,5,,Forward,Inactive,0,,,,terrence_jones,2012,2018,2012,1,18,10.4,1.0,5.7,0.0,
1626145,Tyus,Jones,tyus-jones,USA,Duke/USA,72.0,196.0,5,21,Guard,Active,1610612763,Grizzlies,MEM,Memphis,tyus_jones,2015,2020,2015,1,24,7.5,4.3,2.2,,0.114
203103,Perry,Jones III,perry-jones-iii,USA,Baylor/USA,83.0,235.0,3,3,Forward,Inactive,1610612760,Thunder,OKC,Oklahoma City,perry_jones iii,2012,2014,2012,1,28,3.4,0.4,1.8,0.0,
